station,lat,lon,n_blocks,gev_c,gev_loc,gev_scale,ks_stat,ks_pvalue,kuiper,r2_cdf,cluster
386,52.964357,4.74499,347,0.06682508519570365,0.8479782326635066,0.33715853024083964,0.05341410371435548,0.2658471353425801,0.09346315441997796,0.9922937384635658,0
387,52.931535,5.045596,288,0.21439375483344003,0.9418006449334839,0.41369689395041,0.06940036045561679,0.11902069046998176,0.12294943067529226,0.9851262074141549,0
391,52.462323,4.554823,228,0.09071334302910303,0.8959700909063817,0.3401728915147315,0.08525964972079708,0.06851382266307715,0.13955383468906252,0.9860006983530502,0
392,52.467249,4.60506,134,0.17026399901169825,0.919465088154763,0.3545449701440282,0.07244461839699434,0.4613449007713152,0.13456379580851124,0.9855444501922836,0
398,52.934137,4.792286,61,0.11113455767418312,0.755560047518177,0.3766018187734237,0.06857466201494607,0.9176415494607041,0.13350877316651277,0.9900916533835358,0
4,47.266862,-2.20155,438,0.0031749567634267338,0.5007646913646059,0.22315252114075135,0.0307612823403991,0.7896289565589427,0.05621570055432534,0.9980846933143988,1
400,52.772657,4.649702,242,0.13961830728755592,0.8695710216679038,0.34273324341651945,0.06050322983348799,0.3252765245815247,0.10025204227867879,0.9921191891610632,0
401,52.099033,4.263563,337,0.09058239129229953,0.881795800102471,0.34470958195757495,0.05856681409757217,0.19035188885052312,0.10897976980244198,0.989682713229395,0
403,52.09903557,4.2635626,164,0.1606111696407101,1.0243158150722003,0.30529441102080224,0.04831548499807781,0.8205354621066487,0.08998071462292401,0.9936009736027319,0
404,52.46394337,4.51759573,128,0.20285819101285985,0.9528452167421761,0.3661218288509185,0.042925733737173566,0.9643469683660234,0.08155463627500475,0.9963435729703899,0
405,52.77265954,4.64970234,76,0.18911558595170036,1.0525240161221094,0.3293976579903243,0.08485597321911686,0.6138058493020973,0.16494735635959346,0.9821207740984219,0
41,48.3829,-4.4951,433,-0.00882658369480039,0.39348813222084567,0.15750407632521285,0.024063509955895235,0.9582869926225068,0.04623523481984393,0.9989867995429077,1
413,52.9333,1.3,211,0.015970980255398524,0.7100950662087542,0.33013168457665254,0.053266293343209314,0.5688913190785115,0.08150219657321339,0.9971001427465683,0
414,52.016701,-4.9833298,207,0.007679934617301104,0.41132742398230704,0.16330030858766598,0.03543231803367741,0.9490889474866128,0.06518197471356976,0.9976707003032684,1
415,52.466702,1.75,211,-0.039456726379442156,0.6588973190011796,0.2933578425881548,0.03825455591821533,0.9051629096344601,0.07187556463371289,0.9972566617384817,0
416,52.716702,-4.03333,180,-0.04553115713654493,0.6615982746594172,0.28842942384232306,0.04465570906984484,0.8494237740159304,0.08165508858904802,0.9964363425519339,0
417,52.931274,5.0479212,64,0.17407642335624046,0.18735343885066966,0.09395262641623048,0.08623607948528833,0.6954190181705069,0.16272684050627495,0.9826130135019318,1
418,52.932617,5.0459771,64,0.28344161689027947,0.9652186995795301,0.39341844745636945,0.06613758662129382,0.9246802530255337,0.11540888668979649,0.994440499485323,0
42,47.27,-2.2,438,0.0031905279210696575,0.5008271994733451,0.22315545033733553,0.030658890685638263,0.7929526757187945,0.05618065899756636,0.9980849283785325,1
423,52.464966,4.5179009,64,0.29731585968582136,0.9225973362677751,0.3417488483675346,0.05612204520572797,0.9809731311565643,0.11148967834853515,0.9940090503333522,0
43,48.359299,-4.7809,321,-0.00904909568818572,0.35583414455034695,0.13695302298033657,0.04276937298374617,0.5846855385304522,0.08029860410049394,0.9968035904335814,1
44,47.644299,-3.4459901,310,0.022287606319976193,0.34177112884450234,0.14517471858968578,0.04262777257515926,0.610733014531066,0.06739832428670722,0.9971918098792605,1
448,54.842556,-5.120028,335,0.008256151322030034,0.5441617730519824,0.21232417635338102,0.05332397256564492,0.2863905856126724,0.08927147517555364,0.994953917210461,1
449,54.66475,-5.669472,172,-0.13494964000126242,0.5158186870036541,0.4431294269208571,0.10132128013475616,0.054497395044291075,0.20162882408480154,0.9696065797330906,0
45,47.140381,-2.24635,303,0.10531295075263356,0.42106391840917073,0.20444318808905632,0.04027675289649324,0.6938568790623341,0.0674553608997327,0.9970946244107148,1
450,54.6364,-8.3949,103,0.12604498322909274,0.4712303790444052,0.22584166381657295,0.07670207572889474,0.5535285897893425,0.14707156980102104,0.9859354812158833,1
451,54.9905,-8.4955,98,0.021681884407703668,0.4504074710576104,0.1832691504883433,0.06227913074972102,0.8187272585131884,0.12452630542001386,0.9907387152069176,1
452,54.2536,-9.8928,93,0.05505313877505745,0.3743955865901069,0.14135515475049643,0.06268523930738479,0.8356974965858054,0.10366346335600501,0.9950758758452928,1
453,54.3099,-8.582,76,0.1676451085155263,0.45528479442321323,0.24536938974917555,0.06344470337083075,0.9004655982804294,0.12050308874757923,0.994063571851763,1
455,54.8424,-5.1188998,199,-0.014071427793312882,0.536172617024846,0.2122515171167541,0.051240013482152014,0.6536947010145782,0.08656536501675655,0.995049553357006,1
456,54.665001,-5.6691999,172,-0.036099884608882436,0.48394625849749784,0.19573090799961426,0.04722217317633948,0.8201004456715643,0.08809485152000052,0.9960010494837337,1
457,54.636398,-8.3949003,103,0.13428022972672676,0.46454991972221993,0.22833199923090108,0.06938749300199099,0.6779573615442414,0.11654028458826347,0.990847810235761,1
458,54.989601,-8.4956198,98,0.0536560530112973,0.41732222000631414,0.1778243025203135,0.0556788984298566,0.9048577444516571,0.10686959258731529,0.9932014189122017,1
459,54.252998,-9.8900003,94,0.05973843203656505,0.34760358931378066,0.1332148702439431,0.05088627874347601,0.9577473998497499,0.0920219096735389,0.9932211847951795,1
46,48.718399,-3.9658999,307,0.012505661935177645,0.37984531722580406,0.1330902899954025,0.05512743464211334,0.2973688134440977,0.09298255876900205,0.9954963302806737,1
460,54.3046,-8.5689001,72,0.014679352388095836,0.43304949720441555,0.2600091389142699,0.07051468141200778,0.8415749292691794,0.1360489820570807,0.9893531694063773,1
462,54.031833,-2.92025,352,-0.025379645185629053,0.7898620083988306,0.3343187333280803,0.04980063972825549,0.33598389461694933,0.09817451680240658,0.9920751248464185,0
463,54.49,-0.614694,265,-0.051867847195058145,0.5391516241852425,0.24472312458822482,0.046626793016010915,0.5952832079375984,0.08533575594489723,0.9954046941924128,1
464,54.650722,-3.567167,198,-0.0023269552988992603,0.7225178824245455,0.27700877613059977,0.06710706074558137,0.32019538040134066,0.1294530106881286,0.9909000498738608,0
465,54.085222,-4.768056,181,-0.0007171866226623601,0.5067119011323764,0.19569947723225667,0.04884967146946617,0.7618620150821025,0.0888664598687734,0.996660674131172,1
467,54.48862,-0.61462,66,-0.05736309748564106,0.5490120237657723,0.2562964878264694,0.07813120306589227,0.7859952830801502,0.1351024541229343,0.9893041672840521,1
